index,NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Refuse_Pct
1181,2182,"Pasta, Cooked, Unenriched, Without Added Salt",54,158,1,1,4,41,0.4,32.26,47,0.79,15,19,247,1242,0.16,0.091,0.126,,0.2,0.023,0.05,0.52,0.165,0.083,,,,,7.1,,196,10,,0,116,3,3556,69,0.66,,,,0.038,0.092,0.082,,16,1 tbsp,146,.5 cup,0
1182,2183,"Cornmeal, Degermed, Unenriched, Yellow",83,370,2,2,2,11,0.9,0.23,41,0.25,10,42,34,645,0.18,,,,0,,,,,,,,,,,,479,,,,,,,,,,,,0.52,0.69,0.37,4,126,".5 cup, condensed",,,0
1183,2184,"Rice, White, Long-Grain, Reg, Raw, Unenriched",89,365,2,1,1,6,0,0.79,0,0.29,,,56,690,,,,,0,,,,,,,,,,,,79,,,,,,,,,,,,0.397,0.397,0,4,126,"1 serving, 1/2 cup",,,0
1184,2185,"Rice, White, Long-Grain, Reg, Unenriched, Cooked Without Salt",84,130,2,6,2,7,2.4,1.61,0,,,,56,669,,,,,0,,,,,,,,,,,,161,,,,,,,,,,,,1.613,0.806,3.226,4,124,"1 serving, 1/2 cup",,,0
1185,2186,"Rice, White, Long-Grain, Parboiled, Unenriched, Dry",90,374,4,1,1,5,0.8,0.57,8,0,,,,195,,,,,0,,,,,,,,,,,,568,,,,,,,,,,,,0.4,0,0.18,5,243,"1 serving, 1 cup",,,0
1186,2187,"Rice, White, Long-Grain, Parboiled, Unenriched, Cooked",90,123,3,1,1,6,0.8,0.37,15,0.09,,,,181,,,,,1,,,,,,,,,,,,334,,,,,,,,,,,,0.17,0.23,0.13,7,240,"1 serving, 1 cup",,,0
1187,2188,"Rice, White, Medium-Grain, Raw, Unenriched",87,360,2,0,1,10,1.9,2.13,16,0,,,,195,,,,,1,,,,,,,,,,,,618,,,,,,,,,,,,0.05,0.07,0.08,1,246,"1 serving, 1 cup",,,0
1188,2189,"Rice, White, Medium-Grain, Cooked, Unenriched",91,130,2,0,2,5,0,,,,,,,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,59,.25 cup,,,0
1189,2190,"Rice, White, Short-Grain, Raw, Unenriched",87,358,2,5,1,5,0,1.69,0,0,,,,322,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,1.695,,,8,59,.25 cup,,,0
1190,2191,"Rice, White, Short-Grain, Cooked, Unenriched",78,130,3,10,3,5,0,1.69,0,0,,,,458,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,2.542,,,17,59,.25 cup,,,0
1191,2192,"Semolina, Unenriched",92,360,2,0,2,5,,,,,,,,525,,,,,,,,,,,,,,,,,169,,,,,,,,,,,,0,,,8,59,.25 cup,,,0
1192,2193,"Wheat Flour, White, All-Purpose, Unenriched",87,364,2,5,1,5,0,1.69,0,0,,,,525,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,2.542,,,8,59,.25 cup,,,0
1193,2194,"Noodles, Egg, Cooked, Unenriched, WITH Salt",92,138,0,2,1,5,,1.69,,,,,,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,8,59,.25 cup,,,0
1194,2195,"Pasta, Cooked, Unenriched, WITH Added Salt",91,157,2,0,1,7,,,,,,,,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,8,60,.25 cup,,,0
1195,2196,"Cornmeal, Degermed, Unenriched, White",90,370,2,2,2,5,0,1.69,0,0,,,,475,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.847,,,0,59,.25 cup,,,0
1196,2197,"Spaghetti, Protein-Fortified, Cooked, Enriched (N X 6.25)",89,164,0,5,2,5,0,1.67,0,0,,,,433,,,,,0,,,,,,,,,,,,333,,,,,,,,,,,,1.667,,,8,60,.25 cup,,,0
1197,2198,"Rice, White, Long-Grain, Reg, Cooked, Unenriched, WITH Salt",90,130,2,2,2,5,0,1.69,0,0,,,,458,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.847,,,0,59,.25 cup,,,0
1198,2199,"Wheat Flour, White, All-Purpose, Enriched, Unbleached",90,364,2,0,4,5,,,,,,,,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,8,59,.25 cup,,,0
1199,2200,"Spaghetti, Protein-Fortified, Dry, Enriched (N X 6.25)",91,374,2,0,0,7,,,,,,,,424,,,,,,,,,,,,,,,,,169,,,,,,,,,,,,0,,,8,59,.25 cup,,,0
1200,2201,"Wheat Flour, White (Industrial),9% Protein, Bleached, Enriched",90,367,2,1,3,5,0,0,0,0,,,,525,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,8,59,.25 cup,,,0
1201,2202,"Popcorn, Oil-Popped, Lofat",91,402,2,1,2,5,,,,,,,,407,,,,,,,,,,,,,,,,,169,,,,,,,,,,,,0,,,8,59,.25 cup,,,0
1202,2203,"Popcorn, Oil-Popped, Lofat",89,424,2,1,2,7,,,,,,,,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,8,59,.25 cup,,,0
1203,2204,"Snacks, Candy Rolls, Yogurt-Covered, Fruit Flavor WITH Hi Vitamin C",90,359,2,2,2,5,0,1.67,0,0,,,,450,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.833,,,0,60,.25 cup,,,0
1204,2205,"Snacks, Plantain Chips, Salted",85,531,2,4,0,10,0.8,2.42,16,0.29,,,77,605,,,,,1,,,,,,,,,,,,242,,,,,,,,,,,,1.21,0.806,2.016,4,124,"1 serving, 1/2 cup",,,0
1205,2206,"Snacks, Potato Chips, Lightly Salted",84,560,1,5,3,7,2.4,0.81,16,0,,,460,516,,,,,0,,,,,,,,,,,,242,,,,,,,,,,,,0.806,2.823,1.21,4,124,"1 serving, 1/2 cup",,,0
1206,2207,Oats,86,389,2,0,2,10,1.6,1.59,16,0.57,,,198,698,,,,,1,,,,,,,,,,,,794,,,,,,,,,,,,0.397,0,0,0,126,"1 serving, 1/2 cup",,,0
1207,2208,"Rice, Brown, Medium-Grain, Raw",83,362,2,2,1,12,0.8,0.79,0,0.57,,,437,381,,,,,0,,,,,,,,,,,,595,,,,,,,,,,,,0.397,0.794,0.397,12,126,"1 serving, 1/2 cup",,,0
1208,2209,"Rice, Brown, Parboiled, Dry, Uncle Ben's",83,370,3,2,1,10,0.8,0.79,16,0.57,,,516,516,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0.397,0,1.19,4,126,"1 serving, 1/2 cup",,,0
1209,2210,"Rice, White, Long-Grain, Reg, Raw, Enriched",82,365,2,0,1,14,1.6,4.76,16,0.57,,,698,516,,,,,0,,,,,,,,,,,,1984,,,,,,,,,,,,0,0,0,0,126,"1 serving, 1/2 cup",,,0
1210,2211,"Rice, White, Long-Grain, Reg, Enriched, Cooked",79,130,3,0,1,17,2.4,5.56,16,0.57,,,579,516,,,,,,,,,,,,,,,,,2381,,,,,,,,,,,,0.397,0,0,4,126,"1 serving, 1/2 cup",,,0
1211,2212,"Rice, White, Long-Grain, Parboiled, Enriched, Dry",82,374,4,0,2,12,2.1,1.7,13,0.6,5,20,169,656,0.64,,,,1.2,,,,,,,,,,,,601,,,,,,,,,,,,0.09,0.1,0.07,3,126,".5 cup, condensed",,,0
1212,2213,"Rice, White, Long-Grain, Parboiled, Enriched, Cooked",81,123,1,0,2,15,1.1,8.23,13,0.59,14,31,562,377,0.18,0.05,0.138,3,4.8,0.042,0.015,0.858,,,,,,,,,323,,,,,,,,,,,,0,0,0,0,124,".5 cup, condensed",,,0
1213,2214,"Rice, White, Long-Grain, Precooked Or Inst, Enriched, Dry",75,380,2,3,2,18,0.8,11.9,32,0.29,,,,698,,,,,4.8,,,,,,,,,,,,238,,,,,,,,,,,,1.19,0.397,0.794,4,126,"1 serving, 1/2 cup",,,0
1214,2215,"Rice, White, Medium-Grain, Raw, Enriched",84,360,2,4,2,9,0.8,1.25,16,0.29,,,,322,,,,,0,,,,,,,,,,,,41,,,,,,,,,,,,1.224,,,4,245,1 cup,,,0
1215,2216,"Rice, White, Medium-Grain, Enriched, Cooked",82,130,3,4,1,9,1.2,1.22,8,0.59,,,,343,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,1.02,,,6,245,1 cup,,,0
1216,2217,"Rice, White, Short-Grain, Enriched, Uncooked",88,358,3,0,2,7,0.8,2.45,8,0.29,,,,363,,,,,0.5,,,,,,,,,,,,918,,,,,,,,,,,,0.408,,,4,245,1 cup,,,0
1217,2218,"Rice, White, Glutinous, Unenriched, Uncooked",84,370,3,1,2,10,0.8,2.04,8,0.44,,,,363,,,,,0,,,,,,,,,,,,1020,,,,,,,,,,,,0.204,,,4,245,1 cup,,,0
1218,2219,"Rice Bran, Crude",84,316,3,4,1,8,0.8,1.22,8,0.29,,,,351,,,,,0,,,,,,,,,,,,816,,,,,,,,,,,,1.224,,,6,245,1 cup,,,0
1219,2220,"Rice Flour, White, Unenriched",89,366,3,1,1,5,1,0.41,11,0.34,7,35,90,325,0.18,0.025,0.058,5.7,0,0.017,0.023,1.352,,,,,,,,,,,,20,198,,,,,,,,0.408,,,8,243,1 cup,526,1 can,0
1220,2221,"Semolina, Enriched",84,360,3,1,3,9,0.8,2.86,8,0.44,,,,347,,,,,0,,,,,,,,,,,,1224,,,,,,,,,,,,0.204,,,6,245,1 cup,,,0
1221,2222,"Wheat Flour, Whole-Grain",79,340,6,3,2,10,2.4,2.86,16,0.73,,,,355,,,,,0.5,,,,,,,,,,,,204,,,,,,,,,,,,1.429,,,10,245,1 cup,,,0
1222,2223,"Wheat Flour, White, All-Purpose, Enriched, Bleached",86,364,3,1,2,9,0.8,1.63,8,0.15,,,,347,,,,,0,,,,,,,,,,,,163,,,,,,,,,,,,0.612,,,8,245,1 cup,,,0
1223,2224,"Wheat Flour, White, All-Purpose, Self-Rising, Enriched",89,354,2,1,2,6,0.8,0.82,8,0.15,,,,359,,,,,0,,,,,,,,,,,,1224,,,,,,,,,,,,0.204,,,6,245,1 cup,,,0
1224,2225,"Wheat Flour, White, Bread, Enriched",92,361,1,2,1,4,0.2,,12,0.33,2,16,71,402,0.36,0.051,0.154,,1.1,0.022,0.032,0.319,0.05,0.005,9,0,9,9,,0.02,182,15,7,,,,,,,,,,0.43,0.39,0.76,2,244,"1 cup,  (8 fl oz)",593,"1 can,  (10.75 oz), prepared",0
1225,2226,"Wheat Flour, White, Cake, Enriched",88,362,2,1,2,8,3.4,1.24,19,0.75,17,38,125,487,0.55,0.155,0.25,0,0.1,0.021,0.02,0.205,0.08,0.035,33,0,33,33,7.8,0,222,11,0,40,110,6,232,18,0.18,0,0,0.9,0.17,0.24,0.205,0,247,1 cup,600,"1 can,  (11 oz), prepared",0
1226,2227,"Wheat Flour, White, Tortilla Mix, Enriched",87,405,3,1,1,8,1.6,1.63,8,0.44,,,,363,,,,,0.5,,,,,,,,,,,,1224,,,,,,,,,,,,0.408,,,4,245,1 cup,,,0
1227,2228,"Wild Rice, Raw",88,357,3,1,1,6,0.8,1.12,12,0.34,8,36,317,161,0.47,,,,0.5,,,,,,,,,,,,491,,,,,,,,,,,,0.18,0.4,0.18,8,245,1 cup,,,0
1228,2229,"Rice Flour, Brown",88,363,2,0,1,10,1.6,3.27,24,0.44,,,,167,,,,,0,,,,,,,,,,,,1633,,,,,,,,,,,,0.204,,,0,245,1 cup,,,0
1229,2230,"Pasta, Gluten-Free, Corn, Dry",92,357,2,1,1,4,0.3,1.03,8,0.44,3,19,40,325,0.62,0.06,0.109,3,0.2,0.028,0.024,0.425,0.08,0.015,8,6,2,12,7,0.08,101,5,0,0,60,0,4253,2,0.5,0,0,0.8,0.455,0.495,0.195,2,244,"1 cup,  (8 fl oz)",593,"1 can,  (10.75 oz), prepared",0
1230,2231,"Noodles, Egg, Spinach, Enriched, Dry",92,382,1,1,1,5,0.6,1.32,11,0.64,4,16,74,226,0.36,0.054,0.147,3.7,1.6,0.012,0.016,0.318,0.073,0.039,4,0,4,4,7.9,1.58,373,20,2,42,195,7,3147,13,0.5,0,0,2.7,0.149,0.149,0.503,1,249,"1 serving, 1 cup",31.1,1 fl oz,0
1231,2232,"Noodles, Chinese, Chow Mein",91,475,2,1,2,5,0.3,0.19,9,1.22,7,127,108,254,0.18,0.122,0.081,3.1,2,0.061,0.081,0.759,0.113,0.051,7,0,7,7,3.4,4.63,29,8,8,0,0,0,0,2,0.2,0,0,0.4,0.468,0,0.469,3,248,"1 serving, 1 cup",31,1 fl oz,0
1232,2233,"Noodles, Japanese, Soba, Dry",84,336,2,4,1,9,1.2,0,12,0.55,11,40,115,353,0.27,0.033,0.069,3,0.4,0.015,0.015,0.47,,,,,,,6.4,,6,,,0,3,0,0,18,,,,,,,,4,251,1 cup,519,1 can,0
1233,2234,"Noodles, Japanese, Soba, Cooked",96,99,2,0,1,1,0,,4,0.22,0,13,64,264,0.15,0.102,0.152,,0.4,0.009,0.012,0.295,0.02,0.01,1,0,1,1,,0,0,0,0,,,,,,,,,,0,0,0,0,241,"1 cup,  (8 fl oz)",586,"1 can,  (10.5 oz), prepared",0
1234,2235,"Noodles, Flat, Crunchy, Chinese Restaurant",79,521,6,3,2,10,2.4,2.86,16,0.73,,,,359,,,,,0.5,,,,,,,,,,,,204,,,,,,,,,,,,1.429,,,10,245,1 cup,,,0
1235,2236,"Pasta, Dry, Enriched",85,371,3,2,2,8,0.8,2.45,8,0.44,,,,327,,,,,0,,,,,,,,,,,,1020,,,,,,,,,,,,1.02,,,6,245,1 serving,,,0
1236,2237,"Pasta, Whole-Wheat, Dry",91,352,2,1,1,5,0.4,,14,0.38,3,23,130,254,0.31,0.051,0.152,,0.5,0.022,0.018,0.391,0.14,0.041,15,8,7,21,,0,970,49,0,,,,,,,,,,0.23,0.29,0.46,1,241,"1 cup,  (8 fl oz)",586,"1 can,  (10.5 oz), prepared",0
1237,2238,"Spaghetti, Spinach, Dry",92,372,1,1,1,5,0.3,,5,0.21,4,25,38,365,0.2,0.1,0.05,,0,0.01,0.036,0.36,0.05,0.07,2,0,2,2,,0,81,4,0,,,,,,,,,,0.18,0.41,0.29,0,244,"1 cup,  (8 fl oz)",593,"1 can,  (10.75 oz), prepared",0
1238,2239,"Wheat Flours, Bread, Unenriched",92,361,1,2,1,4,0.3,,4,0.34,4,15,65,397,0.57,0.103,0.154,,0.4,0.014,0.039,0.494,0.1,0.015,4,0,4,4,,0,514,26,0,,,,,,,,,,0.64,0.58,0.32,3,244,"1 cup,  (8 fl oz)",593,"1 can,  (10.75 oz), prepared",0
1239,2240,"Rice Noodles, Dry",91,364,1,2,1,5,0.4,,14,0.26,2,15,49,380,0.06,0.06,0.1,,0.5,0.021,0.031,0.206,0.12,0.01,3,0,3,3,,0.02,121,6,0,,,,,,,,,,0.6,0.86,0.6,6,244,"1 cup,  (8 fl oz)",593,"1 can,  (10.75 oz), prepared",0
1240,2241,"Pasta, Whole Grain, 51% Whole Wheat, Remaining Unenriched Semolina, Dry",95,362,1,2,1,2,,,9,0.41,2,20,20,407,4.27,0.661,0.152,,1.3,0.009,0.015,0.097,0.05,0.005,1,0,1,1,,0.91,29,8,7,,,,,,,,,,1.04,0.38,0.07,6,241,"1 cup,  (8 fl oz)",586,"1 can,  (10.5 oz), prepared",0
1241,2242,"Corn Grain, White",92,365,1,1,1,5,0.2,,8,0.2,1,19,56,238,0.26,0.103,0.154,,0,0.014,0.015,0.221,0.34,0.015,1,0,1,1,,0.02,118,29,27,,,,,,,,,,0.5,0.23,0.17,2,244,"1 cup,  (8 fl oz)",593,"1 can,  (10.75 oz), prepared",0
1242,2243,"Corn Flour, Whole-Grain, Blue (Harina De Maiz Morado)",80,364,7,1,1,11,2.9,3.67,16,0.73,,,,355,,,,,0.5,,,,,,,,,,,,306,,,,,,,,,,,,0.408,,,6,245,1 cup,,,0
1243,2244,"Corn Flour, Whole-Grain, White",92,361,1,2,1,3,0.1,0.24,9,0.21,4,13,24,391,0.3,0.055,0.15,2.3,0,0.008,0.011,0.17,0.055,0.015,2,0,2,2,3.4,0.24,63,16,15,0,0,0,0,0,0,0,0,0,1.29,0.595,0.075,7,244,1 cup,593,"1 can,  (10.75 oz), prepared",0
1244,2245,"Corn Flour, Yellow, Masa, Enriched",87,363,3,1,2,7,1.2,2.04,8,0.44,,,,339,,,,,0.5,,,,,,,,,,,,1224,,,,,,,,,,,,0.408,,,6,245,1 cup,,,0
1245,2246,"Cornmeal, Whole-Grain, White",81,362,5,1,1,12,2,2.04,8,0.59,,,,318,,,,,1,,,,,,,,,,,,1020,,,,,,,,,,,,0.408,,,4,245,1 cup,,,0
1246,2247,"Pasta, Cooked, Enriched, WITH Added Salt",87,157,2,2,1,8,0.6,0.73,9,0.45,3,23,88,367,0.3,0.055,0.1,2,0,0.034,0.036,0.745,0.075,0.035,8,5,3,11,8.2,0.08,219,12,1,30,114,2,2929,21,0.31,0,0,0,0.635,0.69,0.27,2,244,1 cup,593,"1 can,  (10.75 oz), prepared",0
1247,2248,"Cornmeal, Degermed, Enriched, White",87,370,3,1,2,7,1.2,0.41,0,0.44,,,,376,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.204,,,6,245,1 cup,,,0
1248,2249,"Cornmeal, White, Self-Rising, Bolted, Plan, Enriched",89,334,1,1,1,9,0.7,2.95,11,0.31,2,13,129,319,0.2,0.055,0.15,0.9,5.8,0.024,0.02,0.411,0.05,0.03,6,0,6,6,7.8,0,210,12,1,0,124,0,8591,1,0.86,0,0,1.5,0.2,0.235,0.525,1,247,1 cup,600,"1 can,  (11 oz), prepared",0
1249,2250,"Cornmeal, White, Self-Rising, Bolted, WITH Wheat Flour Added, Enriched",93,348,2,1,1,4,0.3,,5,0.39,2,20,31,334,0.24,0.051,0.103,4.4,0.1,0.03,0.026,0.572,0.07,0.015,8,7,1,13,,0.06,120,6,0,,,,,,,,,,0.23,0.33,0.2,2,244,1 cup,30.5,1 fl oz,0
1250,2251,"Cornmeal, White, Self-Rising, Degermed, Enriched",93,355,1,1,1,4,0.2,,7,0.32,2,17,73,376,0.25,0.051,0.102,,0,0.012,0.016,0.417,0.2,0.02,2,0,2,2,,0.07,1014,51,0,,,,,,,,,,0.37,0.55,0.28,1,241,"1 cup,  (8 fl oz)",30.1,1 fl oz,0
1251,2252,"Beverages, Coffee, Inst, with Whtnr, Red Cal",94,509,1,1,1,4,0.1,0.31,2,0.2,3,12,13,229,0.08,0.014,0.032,3.8,0,0.081,0.03,0.431,0.042,0.01,7,6,1,11,4.9,0.02,11,1,0,1,5,0,0,8,0.05,0,0,1.4,0.122,0.205,0.155,4,245,1 cup,,,0
1252,2253,"Chicken, Meatless, Breaded, Fried",89,234,2,2,1,6,0.8,0.41,8,0.59,,,,322,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.408,,,4,245,1 cup,,,0
1253,2254,"Turkey, Wing, Smoked, Cooked, with Skin, Bone Removed",89,221,3,1,1,6,0.8,1.22,16,0.44,,,,322,,,,,0,,,,,,,,,,,,204,,,,,,,,,,,,0.612,,,6,245,1 cup,,,0
1254,2255,"Turkey, Drumstick, Smoked, Cooked, with Skin, Bone Removed",86,208,3,1,1,8,1.2,1.63,8,0.15,,,,347,,,,,0,,,,,,,,,,,,82,,,,,,,,,,,,0.408,,,4,245,1 cup,,,0
1255,2256,"Turkey, Wing, Smoked, Cooked, with Skin, Bone Removed",88,221,2,0,2,7,1.6,2.45,16,0.44,,,,322,,,,,0,,,,,,,,,,,,612,,,,,,,,,,,,0,,,0,245,1 cup,,,0
1256,2257,"Turkey, Drumstick, Smoked, Cooked, with Skin, Bone Removed",87,208,2,4,1,6,0.8,0,14,0.56,13,31,337,363,0.27,0.025,0.076,4.3,0,0.015,0.015,0.422,,,,,,,,,0,,,,,,,,,,,,0.816,,,4,256,1 cup,519,1 can,0
1257,2258,"Corn, Dried, Yellow (Northern Plains Indians)",89,419,2,0,2,7,0.4,1.22,8,0.15,,,,322,,,,,0,,,,,,,,,,,,408,,,,,,,,,,,,0,,,4,245,1 cup,,,0
1258,2259,"Macaroni Or Noodles with Chs, Microwaveable, Unprepared",90,388,2,4,1,4,0.1,,12,0.36,4,11,63,327,0.4,0.1,0.1,,0,0.01,0.046,0.668,0.1,0.02,0,0,0,0,,0.02,465,23,0,,,,,,,,,,0.98,1.65,0.95,4,244,"1 cup,  (8 fl oz)",593,"1 can,  (10.75 oz), prepared",0
1259,2260,"Pasta Mix, Italian Four Chs Lasagna, Unprepared",87,355,1,1,1,10,0.2,,16,0.33,4,24,169,424,0.24,0.052,0.104,,2.4,0.027,0.029,0.465,0.05,0.036,6,0,6,6,,0,292,18,4,,,,,,,,,,0.22,0.28,0.45,2,247,"1 cup,  (8 fl oz)",600,"1 can,  (11 oz), prepared",0
1260,2261,"Spanish Rice Mix, Dry Mix, Unprepared",91,363,1,0,1,7,0.5,4.03,8,0.29,7,15,275,186,0.09,0.029,0.067,1.5,6.3,0.02,0.007,0.42,,0.042,0,0,0,0,6.3,0,192,10,0,0,115,0,5345,44,0.17,0,0,1.5,0.056,0.067,0.077,0,248,"1 serving, 1 cup",31,1 fl oz,0
1261,2262,"Cookies, Oatmeal, Red Fat",89,365,1,0,2,7,1.2,3.27,16,0.29,,,,322,,,,,0,,,,,,,,,,,,816,,,,,,,,,,,,0,,,0,245,1 cup,,,0
1262,2263,"Cookies, Chocolate Cream Covered Biscuit Sticks",7,447,10,18,5,60,2.9,1.98,21,4.11,25,115,181,1855,0.6,0.126,0.63,23.1,0.3,0.448,0.255,5.401,0.438,0.038,116,70,45,165,5.5,0.25,12,1,0,2,6,0,0,20,2.44,0,0,8.9,8.117,6.156,2.198,0,81,"1 package,  without flavor packet",5.8,1 packet,0
1263,2264,"Cookies, Marie Biscuit",83,406,2,5,2,8,1.8,2.12,41,0.3,13,42,207,661,0.26,0.03,,1.5,2,0.02,0.04,0.248,,0.064,40,0,40,40,18.4,0.02,825,66,30,0,435,0,0,540,0.72,0,0,51.8,1.6,2,1.7,4,121,"1 serving, 1/2 cup",303,"1 can, 10.7 oz (10.75 oz)",0
1264,2265,"Cookies, Vanilla Sandwich with Creme Filling, Red Fat",91,423,1,0,1,7,0.3,4.59,7,0.24,,,308,213,,,,,0.4,,,,,,,,,,,,246,,,,,,,,,,,,0,,,2,305,1 container,,,0
1265,2266,"Sauce, Barbecue, Sweet Baby Ray's, Original",94,192,1,0,1,3,0.3,0.33,7,0.12,,,,315,,,,,1.2,,,,,,,,,,,,164,,,,,,,,,,,,0.164,,,2,305,1 container,,,0
1266,2267,"Sauce, Barbecue, Bull's-Eye, Original",94,170,1,1,1,4,0.7,0.66,0,0,,,,321,,,,,0.8,,,,,,,,,,,,492,,,,,,,,,,,,0.164,,,3,305,1 container,,,0
1267,2268,"Sauce, Barbecue, Kc Masterpiece, Original",89,160,1,0,0,10,0.7,6.56,0,0.12,,,,210,,,,,11.8,,,,,,,,,,,,164,,,,,,,,,,,,0,,,0,305,1 container,,,0
1268,2269,"Sauce, Barbecue, Open Pit, Original",90,132,1,4,1,4,1,1.31,13,0.12,,,,289,,,,,0,,,,,,,,,,,,33,,,,,,,,,,,,0.984,,,2,305,1 container,,,0
1269,2270,"Acha,black,whole grain,Raw",91,353,1,3,1,3,0.7,0.33,0,0,,,,289,,,,,0,,,,,,,,,,,,98,,,,,,,,,,,,0.492,,,2,305,1 container,,,0
1270,2271,"Acha, white, whole grain, Raw",86,348,1,2,1,10,0.7,7.21,13,0.12,,,295,213,,,,,9.8,,,,,,,,,,,,164,,,,,,,,,,,,0.492,,,2,305,1 container,,,0
1271,2272,"Acha, white, whole grain, Boiled",91,145,1,4,1,4,1,0.66,7,0.24,,,,292,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0.984,,,2,305,1 container,,,0
1272,2273,"Maize, white, whole kernel, dried, raw",94,374,1,0,1,3,0.3,1.64,7,0.12,,,,305,,,,,0,,,,,,,,,,,,131,,,,,,,,,,,,0.164,,,2,305,1 container,,,0
1273,2274,"Maize, yellow, whole kernel, dried, raw",89,391,0,0,5,6,3.1,6.25,0,0,,,,844,,,,,0,,,,,,,,,,,,313,,,,,,,,,,,,0,,,0,32,1 serving,32,2 tbsp,0
1274,2275,Pop corn,89,373,0,0,4,6,3.1,6.25,,,,,,688,,,,,,,,,,,,,,,,,625,,,,,,,,,,,,0,,,0,32,1 serving,32,2 tbsp,0
1275,2276,"Millet, whole grain, raw",90,369,0,0,4,6,3.1,6.25,,,,,,781,,,,,,,,,,,,,,,,,313,,,,,,,,,,,,,,,0,32,1 serving,32,2 tbsp,0
1276,2277,"Pearl millet, whole grain, raw",85,353,0,0,2,13,0,6.25,0,0,,,,813,,,,,0,,,,,,,,,,,,625,,,,,,,,,,,,0,,,0,16,1 tbsp,16,1 serving,0
1277,2278,"Rice, white raw",89,362,0,0,5,6,3.1,6.25,,,,,,719,,,,,,,,,,,,,,,,,313,,,,,,,,,,,,0,,,0,32,1 serving,32,2 tbsp,0
1278,2279,"Rice, White, Combined Varieties",98,371,0,0,1,1,0,0.85,0,0,,,,234,,,,,0,,,,,,,,,,,,213,,,,,,,,,,,,0,,,0,235,1 cup,235,1 serving,0
1279,2280,"Rice, white, Boiled",98,133,1,0,1,0,,0.2,2,0.04,1,10,23,180,0.32,0.009,0.005,0,,0.02,0.085,0.5,0.05,0.107,,,,,,0,0,0,0,,,,,,0,,,,0.03,0.012,0.002,0,213,1 cup,413,"1 can, 14.5 oz",0
1280,2281,"Rice, brown, Raw",90,368,2,1,2,4,0.4,0.82,16,0.44,,,,322,,,,,0,,,,,,,,,,,,408,,,,,,,,,,,,0.204,,,4,245,1 cup,,,0
1281,2282,"Rice, polished, Raw",85,357,2,1,1,11,2,3.6,23,1,,,,131,,,,,0,,,,,,,,,,,,,,0,,174,,,,,,,,0,,,0,283,"10 oz, 1 pouch",,,0
1282,2283,"Sorghum, red, whole grain, raw",84,348,3,1,1,11,2.6,2.3,22,1,,,,92,,,,,0,,,,,,,,,,,,,,0,,233,,,,,,,,0.18,,,0,283,"10 oz, 1 pouch",,,0
1283,2284,"Sorghum, white, whole grain, raw",86,376,2,1,1,10,3.1,4.2,23,1,,,,148,,,,,0,,,,,,,,,,,,,,0,,288,,,,,,,,0.18,,,0,283,"10 oz, 1 pouch",,,0
1284,2285,"Sorghum, fermented gruel, dried",91,381,1,1,1,7,1,3.7,19,0,,,,141,,,,,0,,,,,,,,,,,,,,0,,179,,,,,,,,0.35,,,0,283,"10 oz, 1 pouch",,,0
1285,2286,"Bread, whole wheat",89,282,1,1,1,8,1.5,4.4,23,0,,,,145,,,,,0,,,,,,,,,,,,,,0,,1127,,,,,,,,0.35,,,0,283,"10 oz, 1 pouch",,,0
